normalized,raw,definition_fr
DIAMNIADIO,Diamniadio,"Ville du département de Rufisque, dans la région de Dakar, au Sénégal."
DIDENHEIM,Didenheim,"Ancienne commune du Haut-Rhin, en Alsace, fusionnée en 2016 au sein de Brunstatt-Didenheim."
DIDEROT,Diderot,"Nom de famille porté par Denis Diderot, écrivain et philosophe des Lumières, codirecteur de l'Encyclopédie."
DIDIER,Didier,"Prénom masculin porté par plusieurs saints des débuts du christianisme en France, également employé comme nom de famille."
DIDIERE,Didière,"Prénom féminin, forme féminine de Didier."
DIDON,Didon,"Dans la légende antique, reine fondatrice et souveraine de Carthage."
DIE,Die,"Commune de la Drôme, en Auvergne-Rhône-Alpes."
DIEPPE,Dieppe,"1) Ville portuaire de la Seine-Maritime, en Normandie. 2) Ville de la province du Nouveau-Brunswick, au Canada."
DIEUDONNE,Dieudonné,"Prénom masculin d'origine religieuse, signifiant littéralement « donné par Dieu », également porté comme nom de famille."
DIFFAUT,Diffaut,"Lieu-dit de la commune de Loudéac, dans les Côtes-d'Armor."
DIJON,Dijon,"Ville de Bourgogne, chef-lieu du département de la Côte-d'Or."
DINARQUE,Dinarque,"Orateur grec de l'Antiquité, l'un des dix orateurs attiques classiques."
DINOCRATE,Dinocrate,"Prénom masculin grec ancien, porté par un architecte antique connu pour ses projets urbanistiques monumentaux."
DIOCLETIEN,Dioclétien,"Empereur romain de la fin du IIIe et du début du IVe siècle, connu pour ses réformes administratives et la persécution des chrétiens."
DIODORE,Diodore,"Prénom grec ancien, porté notamment par un historien de la Sicile antique auteur d'une vaste histoire universelle."
DIOGENE,Diogène,"Prénom grec ancien, porté en particulier par le philosophe cynique connu pour son mode de vie austère."
DIONNE,Dionne,Nom de famille québécois.
DIONYSE,Dionyse,"Variante du nom de Dionysos, dieu grec du vin et de la vigne."
DIONYSOS,Dionysos,"Dans la mythologie grecque, dieu du vin, de la vigne et des débordements festifs, également associé au théâtre."
DIOPHANTE,Diophante,"Mathématicien grec de l'Antiquité, souvent considéré comme le père de l'algèbre."
DIOURBEL,Diourbel,"Ville du centre-ouest du Sénégal, chef-lieu de région."
DIPHILE,Diphile,Poète comique grec de l'Antiquité.
DIPYLON,Dipylon,1) Principale porte de l'Athènes antique. 2) Style de céramique géométrique grecque qui en tire son nom.
DIR,DIR,"Sigle de direction interdépartementale des routes, service de l'État français chargé de l'entretien d'un réseau routier."
DJAIPOUR,Djaïpour,"Capitale de l'État du Rajasthan, en Inde."
DJAKARTA,Djakarta,"Ancienne orthographe française de Jakarta, capitale de l'Indonésie."
DJIBOUTI,Djibouti,"1) Pays d'Afrique de l'Est, sur le golfe d'Aden. 2) Capitale de ce pays."
DJOUBA,Djouba,Capitale du Soudan du Sud.
DJUDEZMO,djudezmo,"Autre nom du judéo-espagnol, langue romane parlée par les communautés juives séfarades."
DNA,DNA,"Sigle des Dernières Nouvelles d'Alsace, quotidien régional français."
DNIPRO,Dnipro,"Ville d'Ukraine, chef-lieu de l'oblast du même nom, sur le fleuve Dniepr."
DOBROKHOTOV,Dobrokhotov,Translittération française d'un nom de famille russe.
DODECANESE,Dodécanèse,"Archipel grec de la mer Égée, au large de la Turquie, regroupant douze îles principales dont Rhodes."
DOLISIE,Dolisie,Ville de la République du Congo.
DOMALAIN,Domalain,"Village d'Ille-et-Vilaine, en Bretagne."
DOMBES,Dombes,"Région historique du département de l'Ain, marquée par ses nombreux étangs."
DOMINIQUE,Dominique,"1) Prénom mixte d'origine latine, signifiant « qui appartient au Seigneur ». 2) Île et pays des Caraïbes."
DONALDVILLE,Donaldville,"Nom français de Donaldville, ville imaginaire où vit le personnage de bande dessinée Donald Duck."
DONBASS,Donbass,"Région industrielle de l'est de l'Ukraine, théâtre d'un conflit armé depuis 2014."
DONCASTER,Doncaster,"Réserve autochtone de la région des Laurentides, au Québec."
DONGTAN,Dongtan,"Projet d'écocité près de Shanghai, en Chine, resté à l'état de projet abandonné."
DORDOGNE,Dordogne,"1) Département de la région Nouvelle-Aquitaine, dans le sud-ouest de la France. 2) Rivière qui le traverse avant de rejoindre la Gironde."
DORNACH,Dornach,"1) Quartier de la ville de Mulhouse, en Alsace. 2) Commune du canton de Soleure, en Suisse."
DORVAL,Dorval,"1) Nom de famille québécois. 2) Ville de l'île de Montréal, au Québec, où se trouve l'aéroport international Pierre-Elliott-Trudeau."
DOUARNENEZ,Douarnenez,"Commune du Finistère, en Bretagne, port de pêche traditionnel."
DOUBS,Doubs,"1) Rivière franco-suisse, affluent de la Saône. 2) Département français de Bourgogne-Franche-Comté qu'elle traverse."
DOUCHANBE,Douchanbé,Capitale du Tadjikistan.
DOUDINKA,Doudinka,"Ville portuaire du Kraï de Krasnoïarsk, en Russie sibérienne."
DOUJANI,Doujani,"Quartier de Mamoudzou, chef-lieu de Mayotte."
DOULLENS,Doullens,"Commune de la Somme, en Hauts-de-France."
DOUMBOUYA,Doumbouya,Nom de famille d'Afrique de l'Ouest.
DOUROV,Dourov,Translittération française d'un nom de famille russe.
DOUVRES,Douvres,"1) Ville portuaire du sud-est de l'Angleterre, dans le Kent, face à la France. 2) Nom porté par plusieurs communes françaises."
DOYON,Doyon,Nom de famille québécois.
DRACON,Dracon,"Législateur athénien de l'Antiquité, auteur d'un code de lois d'une sévérité passée à la postérité sous le terme de « draconien »."
DRECHSLER,Drechsler,"Nom de famille d'origine allemande, lié au métier de tourneur sur bois."
DRENTHE,Drenthe,Province du nord-est des Pays-Bas.
DRESDE,Dresde,"Ville d'Allemagne, capitale de la Saxe, sur les rives de l'Elbe."
DREUX,Dreux,"Commune du département d'Eure-et-Loir, en région Centre-Val de Loire."
DRHC,DRHC,"Sigle de Développement des ressources humaines Canada, ancien ministère fédéral canadien."
DRONNE,Dronne,"Rivière de Nouvelle-Aquitaine, affluent de l'Isle."
DRUMMOND,Drummond,"Municipalité régionale de comté du Centre-du-Québec, au Canada."
DRUMMONDVILLE,Drummondville,"Ville de la région du Centre-du-Québec, au Canada."
DSK,DSK,"Sigle usuel désignant Dominique Strauss-Kahn, économiste et homme politique français, ancien directeur du Fonds monétaire international."
DST,DST,"Sigle de Direction de la surveillance du territoire, ancien service français de contre-espionnage, aujourd'hui intégré à la DGSI."
DUBAI,Dubaï,"1) Émirat des Émirats arabes unis. 2) Ville qui en est la capitale, connue pour ses gratte-ciel."
DUBAS,Dubas,Nom de famille français d'origine toponymique.
DUBLIN,Dublin,"Capitale de l'Irlande, sur la côte est du pays."
DUBOIS,Dubois,"Nom de famille français très répandu, d'origine toponymique, lié à la proximité d'un bois."
DUBONNET,Dubonnet,1) Nom de famille français. 2) Apéritif français à base de vin muté et de quinquina.
DUBREUIL,Dubreuil,"Nom de famille français, d'origine toponymique."
DUBUISSON,Dubuisson,"Nom de famille français d'origine toponymique, lié à la présence d'un buisson."
DUCEPPE,Duceppe,"Nom de famille surtout présent au Canada, porté notamment par une famille d'acteurs et d'hommes politiques québécois."
DUCHARME,Ducharme,Nom de famille québécois.
DUCHENE,Duchêne,"Nom de famille français, d'origine toponymique, lié à la présence d'un chêne."
DUCHENNE,Duchenne,"Nom de famille français, porté notamment par un neurologue du XIXe siècle ayant décrit plusieurs pathologies musculaires."
DUCOTE,Ducoté,Nom de famille français.
DUFOUR,Dufour,"Nom de famille français courant, d'origine toponymique, lié à un four."
DUHAIME,Duhaime,Nom de famille québécois d'origine toponymique.
DUHAMEL,Duhamel,"1) Nom de famille français ancien. 2) Municipalité de la municipalité régionale de comté de Papineau, en Outaouais, au Québec."
DUMAS,Dumas,"Nom de famille français d'origine toponymique, porté notamment par les écrivains Alexandre Dumas père et fils."
DUMOULIN,Dumoulin,"Nom de famille surtout répandu au Québec, d'origine toponymique, lié à un moulin."
DUPARQUET,Duparquet,"Ville de la municipalité régionale de comté d'Abitibi-Ouest, en Abitibi-Témiscamingue, au Québec."
DUPLESSIS,Duplessis,"Nom de famille français, porté notamment par Maurice Duplessis, ancien premier ministre du Québec."
DUPONT,Dupont,"Nom de famille français très courant, souvent cité comme exemple type du patronyme banal."
DUPUIS,Dupuis,1) Nom de famille français. 2) Maison d'édition belge de bandes dessinées.
DUPUY,Dupuy,"1) Nom de famille français. 2) Municipalité de la municipalité régionale de comté d'Abitibi-Ouest, au Québec."
DUQUESNE,Duquesne,"Nom de famille d'origine picarde, ayant donné son nom à plusieurs localités en Amérique du Nord et en Algérie."
DURANCE,Durance,"Rivière du sud-est de la France, affluent du Rhône."
DURENDAL,Durendal,Épée légendaire du chevalier Roland dans la Chanson de Roland.
DUREX,Durex,"Marque déposée, désignant selon les pays du ruban adhésif ou des préservatifs."
DURFORT,Durfort,"Nom porté par deux communes du sud de la France, en Ariège et dans le Tarn."
DUROV,Durov,"Translittération française d'un nom de famille russe, porté notamment par le fondateur de l'application de messagerie Telegram."
DUVAL,Duval,"Nom de famille français courant, d'origine toponymique, évoquant une vallée."
DYME,Dyme,"Ancienne ville grecque d'Achaïe, sur la côte du Péloponnèse."
DYMES,Dymes,"Variante du nom de Dymé, ancienne ville d'Achaïe."
DZENIS,Dzenis,Translittération française d'un prénom masculin serbo-croate.
DZOVAG,Dzovag,Prénom mixte d'origine arménienne.
EAQUE,Éaque,"Dans la mythologie grecque, roi de l'île d'Égine et l'un des trois juges des Enfers."
EASTMAIN,Eastmain,"1) Village autochtone du Nord-du-Québec, au Canada. 2) Rivière du même territoire qui se jette dans la baie James."
ECCLESIASTE,Ecclésiaste,"Livre biblique de l'Ancien Testament, consacré à une méditation sur la vanité des choses humaines."
ECHECRATE,Échécrate,"Philosophe pythagoricien de la Grèce antique, personnage du dialogue Phédon de Platon."
ECHINADES,Échinades,Groupe de petites îles grecques de la mer Ionienne.
ECHMOUN,Echmoun,"Variante orthographique d'Eshmoun, divinité phénicienne guérisseuse."
ECONE,Écône,"Hameau du canton du Valais, en Suisse, connu pour son séminaire traditionaliste."
EDF,EDF,"Sigle d'Électricité de France, entreprise multinationale française de production et de distribution d'électricité."
EDIMBOURG,Édimbourg,Capitale de l'Écosse.
EDMEE,Edmée,"Prénom féminin, forme féminine d'Edmond."
EDMONTON,Edmonton,"Capitale de la province de l'Alberta, au Canada."
EDMUNDSTON,Edmundston,"Ville du comté de Madawaska, au Nouveau-Brunswick, au Canada."
EDOUARD,Edouard,Variante typographique du prénom masculin Édouard.
EDSC,EDSC,"Sigle d'Emploi et Développement social Canada, ministère fédéral canadien."
EEE,Éée,"Dans la mythologie grecque, île légendaire où résidait la magicienne Circé."
EELV,EELV,"Sigle d'Europe Écologie Les Verts, parti politique écologiste français."
EETE,Éète,"Dans la mythologie grecque, roi de Colchide, père de Médée."
EGEE,Egée,"Variante orthographique d'Égée, nom notamment porté par la mer située entre la Grèce et la Turquie."
EGINE,Égine,"Île grecque du golfe Saronique, proche d'Athènes."
EGISTHE,Égisthe,"Dans la mythologie grecque, amant de Clytemnestre et meurtrier d'Agamemnon."
EGOR,Egor,Translittération française d'un prénom masculin russe.
EGUILLES,Éguilles,"Commune des Bouches-du-Rhône, en Provence."
EGVONNE,Egvonne,"Cours d'eau affluent du Loir, en région Centre-Val de Loire."
EGYPTE,Egypte,"Variante orthographique d'Égypte, pays d'Afrique du Nord traversé par le Nil."
EI,ÉI,"Sigle désignant l'État islamique, organisation djihadiste."
EIFELIEN,Eifélien,"Étage géologique du Dévonien moyen, nommé d'après le massif de l'Eifel, en Allemagne."
EIFFEL,Eiffel,"Nom de famille français, porté par l'ingénieur Gustave Eiffel, concepteur de la tour parisienne qui porte son nom."
EII,EII,"Sigle d'État islamique d'Irak, organisation djihadiste précurseur de l'État islamique."
EIIL,ÉIIL,"Sigle d'État islamique d'Irak et du Levant, appellation antérieure de l'organisation aujourd'hui appelée État islamique."
EISENSTEIN,Eisenstein,"Nom de famille d'origine germanique, porté notamment par le cinéaste soviétique Sergueï Eisenstein."
EKAT,Ekat,"Abréviation familière désignant la ville russe d'Iekaterinbourg, dans l'Oural."
EL,EL,"Sigle d'Études de lettres, revue universitaire suisse consacrée aux lettres et sciences humaines."
ELAGABAL,Élagabal,Variante orthographique d'Élagabale.
ELAGABALE,Élagabale,"1) Divinité solaire syrienne vénérée dans la ville d'Émèse. 2) Empereur romain du IIIe siècle, prêtre de ce culte avant son accession au trône."
ELAGABLE,Élagable,"Graphie fautive d'Élagabale, empereur romain du IIIe siècle."
ELAM,Élam,"Ancienne civilisation du sud-ouest de l'Iran actuel, antérieure à l'Empire perse."
ELBE,Elbe,"1) Fleuve d'Europe centrale traversant la République tchèque et l'Allemagne avant de se jeter dans la mer du Nord. 2) Île italienne de la mer Tyrrhénienne, célèbre pour l'exil de Napoléon."
ELEAZAR,Éléazar,Prénom biblique d'origine hébraïque.
ELECTRYON,Électryon,"Dans la mythologie grecque, roi de Mycènes, fils de Persée et d'Andromède."
ELEUTHERE,Éleuthère,"Prénom masculin d'origine grecque, également nom d'un fleuve antique de Phénicie."
ELEUTHERES,Éleuthères,"Ancienne cité fortifiée située à la frontière de l'Attique et de la Béotie, dans la Grèce antique."
ELEUTHS,Éleuths,"Nom donné à un ensemble de tribus mongoles, également appelées Oïrats."
ELIAKIM,Éliakim,"Prénom biblique porté par plusieurs personnages de l'Ancien Testament, dont un fils du grand prêtre Hilkiya."
ELIEZER,Éliézer,"Prénom biblique d'origine hébraïque, porté notamment par le serviteur d'Abraham."
ELISA,Élisa,"Prénom féminin, diminutif d'Élisabeth."
ELISABETH,Élisabeth,"Prénom féminin d'origine biblique, porté par la mère de Jean-Baptiste dans le Nouveau Testament."
ELISEE,Élisée,"Prénom masculin d'origine biblique, porté par un prophète disciple et successeur d'Élie."
ELNE,Elne,"Commune des Pyrénées-Orientales, en Occitanie."
ELUARD,Éluard,"Nom de famille porté par Paul Éluard, poète français associé au mouvement surréaliste."
ELVEN,Elven,"Commune du Morbihan, en Bretagne."
ELYMAIDE,Élymaïde,"Ancienne province de l'Antiquité, dans le sud-ouest de l'Iran actuel."
ELYSE,Élyse,"Prénom féminin, diminutif d'Élisabeth."
EMESE,Émèse,Nom antique de la ville syrienne de Homs.
EMESSE,Émesse,"Variante d'Émèse, nom antique de la ville syrienne de Homs."
EMMANUEL,Emmanuel,"Prénom masculin d'origine hébraïque, signifiant « Dieu avec nous », employé dans les évangiles comme nom messianique."
EMMANUELLE,Emmanuelle,"Prénom féminin, forme féminine d'Emmanuel."
EMMAUS,Emmaüs,"Village biblique proche de Jérusalem, lieu d'une apparition du Christ ressuscité selon l'Évangile de Luc."
EMMY,Emmy,"Prénom féminin, diminutif d'Émilie ou d'Emma."
EMOND,Émond,Nom de famille français.
EMPEDOCLE,Empédocle,"Philosophe et poète grec de Sicile, auteur d'une théorie des quatre éléments."
EMSIEN,Emsien,Étage géologique du Dévonien inférieur.
ENA,ENA,"Acronyme d'École nationale d'administration, ancienne grande école française formant les hauts fonctionnaires, remplacée en 2022 par l'Institut national du service public."
ENCAUSSE,Encausse,Nom porté par une commune du Gers ainsi que par des quartiers de deux communes de l'Ariège.
